source_framework,source_provision,target_framework,target_provision,relation,rationale,source
mitre_atlas,AML.M0001,mitre_atlas,AML.T0035,mitigates,Limiting the release of artifacts can reduce an adversary's ability to collect model artifacts,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0001,mitre_atlas,AML.T0005.000,mitigates,Limiting the release of model artifacts can reduce an adversary's ability to create an accurate proxy model.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0002,mitre_atlas,AML.T0013,mitigates,Suggested approaches: - Restrict the number of results shown - Limit specificity of output class ontology - Use randomized smoothing techniques - Reduce the precision of numerical outputs,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0002,mitre_atlas,AML.T0014,mitigates,Suggested approaches: - Restrict the number of results shown - Limit specificity of output class ontology - Use randomized smoothing techniques - Reduce the precision of numerical outputs,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0002,mitre_atlas,AML.T0024.000,mitigates,Suggested approaches: - Restrict the number of results shown - Limit specificity of output class ontology - Use randomized smoothing techniques - Reduce the precision of numerical outputs,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0002,mitre_atlas,AML.T0024.001,mitigates,Suggested approaches: - Restrict the number of results shown - Limit specificity of output class ontology - Use randomized smoothing techniques - Reduce the precision of numerical outputs,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0002,mitre_atlas,AML.T0024.002,mitigates,Suggested approaches: - Restrict the number of results shown - Limit specificity of output class ontology - Use randomized smoothing techniques - Reduce the precision of numerical outputs,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0002,mitre_atlas,AML.T0043,mitigates,Obfuscating model outputs reduces an adversary's ability to generate effective adversarial data.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0002,mitre_atlas,AML.T0043.001,mitigates,Obfuscating model outputs reduces an adversary's ability to create effective adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0002,mitre_atlas,AML.T0005,mitigates,Obfuscating model outputs can reduce an adversary's ability to produce an accurate proxy model.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0002,mitre_atlas,AML.T0042,mitigates,Obfuscating model outputs reduces an adversary's ability to verify the efficacy of an attack.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0002,mitre_atlas,AML.T0005.001,mitigates,Obfuscating model outputs restricts an adversary's ability to create an accurate proxy model by querying a model and observing its outputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0002,mitre_atlas,AML.T0063,mitigates,Obfuscating model outputs can prevent adversaries from collecting sensitive information about the model outputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0003,mitre_atlas,AML.T0015,mitigates,Hardened models are more difficult to evade.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0003,mitre_atlas,AML.T0031,mitigates,Hardened models are less susceptible to integrity attacks.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0003,mitre_atlas,AML.T0043,mitigates,Hardened models are more robust to adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0003,mitre_atlas,AML.T0043.001,mitigates,Hardened models are more robust to adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0003,mitre_atlas,AML.T0043.002,mitigates,Hardened models are more robust to adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0003,mitre_atlas,AML.T0043.003,mitigates,Hardened models are more robust to adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0003,mitre_atlas,AML.T0043.000,mitigates,Hardened models are more robust to adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0003,mitre_atlas,AML.T0043.004,mitigates,Hardened models are more robust to adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0034,mitigates,Limit the number of queries users can perform in a given interval to hinder an attacker's ability to send computationally expensive inputs,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0013,mitigates,Limit the amount of information an attacker can learn about a model's ontology through API queries.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0014,mitigates,Limit the amount of information an attacker can learn about a model's ontology through API queries.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0024,mitigates,Limit the volume of API queries in a given period of time to regulate the amount and fidelity of potentially sensitive information an attacker can learn.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0024.000,mitigates,Limit the volume of API queries in a given period of time to regulate the amount and fidelity of potentially sensitive information an attacker can learn.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0024.001,mitigates,Limit the volume of API queries in a given period of time to regulate the amount and fidelity of potentially sensitive information an attacker can learn.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0024.002,mitigates,Limit the volume of API queries in a given period of time to regulate the amount and fidelity of potentially sensitive information an attacker can learn.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0029,mitigates,Limit the number of queries users can perform in a given interval to prevent a denial of service.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0046,mitigates,Limit the number of queries users can perform in a given interval to protect the system from chaff data spam.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0043,mitigates,Restricting the number of model queries can reduce an adversary's ability to refine and evaluate adversarial queries.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0043.001,mitigates,Restricting the number of queries to the model limits or slows an adversary's ability to perform black-box optimization attacks.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0043.003,mitigates,Restricting the number of model queries can reduce an adversary's ability to refine manually crafted adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0005,mitigates,Restricting the number of queries to the model decreases an adversary's ability to replicate an accurate proxy model.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0005.001,mitigates,Restricting the number of queries to the model decreases an adversary's ability to replicate an accurate proxy model.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0042,mitigates,Restricting the number of queries to the model decreases an adversary's ability to verify the efficacy of an attack.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0004,mitre_atlas,AML.T0062,mitigates,Restricting number of model queries limits or slows an adversary's ability to identify possible hallucinations.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0010.002,mitigates,Access controls can prevent tampering with ML artifacts and prevent unauthorized copying.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0020,mitigates,Access controls can prevent tampering with ML artifacts and prevent unauthorized copying.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0018.000,mitigates,Access controls can prevent tampering with ML artifacts and prevent unauthorized copying.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0018.001,mitigates,Access controls can prevent tampering with ML artifacts and prevent unauthorized copying.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0010.003,mitigates,Access controls can prevent tampering with ML artifacts and prevent unauthorized copying.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0025,mitigates,Access controls can prevent exfiltration.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0048.004,mitigates,Access controls can prevent theft of intellectual property.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0018,mitigates,Access controls can prevent tampering with AI artifacts and prevent unauthorized modification.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0043.000,mitigates,Access controls can reduce unnecessary access to AI models and prevent an adversary from achieving white-box access.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0007,mitigates,"Access controls can limit an adversary's ability to identify AI models, datasets, and other artifacts on a system.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0044,mitigates,Access controls on models and data at rest can help prevent full model access.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0035,mitigates,Access controls can prevent or limit the collection of AI artifacts on the victim system.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0005,mitre_atlas,AML.T0042,mitigates,Access controls on models at rest can prevent an adversary's ability to verify attack efficacy.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0006,mitre_atlas,AML.T0031,mitigates,Using multiple different models increases robustness to attack.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0006,mitre_atlas,AML.T0010.001,mitigates,Using multiple different models ensures minimal performance loss if security flaw is found in tool for one model or family.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0006,mitre_atlas,AML.T0010.003,mitigates,Using multiple different models ensures minimal performance loss if security flaw is found in tool for one model or family.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0006,mitre_atlas,AML.T0015,mitigates,Using multiple different models increases robustness to attack.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0006,mitre_atlas,AML.T0014,mitigates,Use multiple different models to fool adversaries of which type of model is used and how the model used.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0006,mitre_atlas,AML.T0043.000,mitigates,Using an ensemble of models increases the difficulty of crafting effective adversarial data and improves overall robustness.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0006,mitre_atlas,AML.T0043.001,mitigates,Using an ensemble of models increases the difficulty of crafting effective adversarial data and improves overall robustness.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0006,mitre_atlas,AML.T0043.002,mitigates,Using an ensemble of models increases the difficulty of crafting effective adversarial data and improves overall robustness.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0006,mitre_atlas,AML.T0043.004,mitigates,Using an ensemble of models increases the difficulty of crafting effective adversarial data and improves overall robustness.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0006,mitre_atlas,AML.T0043.003,mitigates,Using an ensemble of models increases the difficulty of crafting effective adversarial data and improves overall robustness.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0006,mitre_atlas,AML.T0043,mitigates,Using an ensemble of models increases the difficulty of crafting effective adversarial data and improves overall robustness.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0007,mitre_atlas,AML.T0010.002,mitigates,Detect and remove or remediate poisoned data to avoid adversarial model drift or backdoor attacks.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0007,mitre_atlas,AML.T0020,mitigates,Detect modification of data and labels which may cause adversarial model drift or backdoor attacks.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0007,mitre_atlas,AML.T0018.000,mitigates,Prevent attackers from leveraging poisoned datasets to launch backdoor attacks against a model.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0007,mitre_atlas,AML.T0059,mitigates,Remediating poisoned data can re-establish dataset integrity.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0008,mitre_atlas,AML.T0010.003,mitigates,Ensure that acquired models do not respond to potential backdoor triggers or adversarial influence.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0008,mitre_atlas,AML.T0018.000,mitigates,Ensure that trained models do not respond to potential backdoor triggers or adversarial influence.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0008,mitre_atlas,AML.T0018.001,mitigates,Ensure that acquired models do not respond to potential backdoor triggers or adversarial influence.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0008,mitre_atlas,AML.T0018,mitigates,Validating an AI model against a wide range of adversarial inputs can help increase confidence that the model has not been manipulated.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0008,mitre_atlas,AML.T0043.004,mitigates,Validating that an AI model does not respond to backdoor triggers can help increase confidence that the model has not been poisoned.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0008,mitre_atlas,AML.T0020,mitigates,Robust evaluation of an AI model can help increase confidence that the model has not been poisoned.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0008,mitre_atlas,AML.T0057,mitigates,"Robust evaluation of an AI model can be used to detect privacy concerns, data leakage, and potential for revealing sensitive information.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0008,mitre_atlas,AML.T0043,mitigates,Validating an AI model against adversarial data can ensure the model is performing as intended and is robust to adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0009,mitre_atlas,AML.T0041,mitigates,Using a variety of sensors can make it more difficult for an attacker with physical access to compromise and produce malicious results.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0009,mitre_atlas,AML.T0015,mitigates,Using a variety of sensors can make it more difficult for an attacker to compromise and produce malicious results.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0009,mitre_atlas,AML.T0088,mitigates,"Using a variety of sensors, such as IR depth cameras, can aid in detecting deepfakes.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0010,mitre_atlas,AML.T0043.001,mitigates,Input restoration adds an extra layer of unknowns and randomness when an adversary evaluates the input-output relationship.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0010,mitre_atlas,AML.T0015,mitigates,Preprocessing model inputs can prevent malicious data from going through the machine learning pipeline.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0010,mitre_atlas,AML.T0031,mitigates,Preprocessing model inputs can prevent malicious data from going through the machine learning pipeline.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0010,mitre_atlas,AML.T0043,mitigates,Input restoration can help remediate adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0010,mitre_atlas,AML.T0043.002,mitigates,Input restoration can help remediate adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0010,mitre_atlas,AML.T0043.004,mitigates,Input restoration can help remediate adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0010,mitre_atlas,AML.T0043.000,mitigates,Input restoration can help remediate adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0010,mitre_atlas,AML.T0043.003,mitigates,Input restoration can help remediate adversarial inputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0011,mitre_atlas,AML.T0011.000,mitigates,Restrict library loading by ML artifacts.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0011,mitre_atlas,AML.T0011.001,mitigates,Restricting packages from loading external libraries can limit their ability to execute malicious code.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0011,mitre_atlas,AML.T0011,mitigates,Restricting binaries from loading external libraries can limit their ability to execute malicious code.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0012,mitre_atlas,AML.T0035,mitigates,Protect machine learning artifacts with encryption.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0012,mitre_atlas,AML.T0048.004,mitigates,Protect machine learning artifacts with encryption.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0012,mitre_atlas,AML.T0007,mitigates,Encrypting AI artifacts can protect against adversary attempts to discover sensitive information.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0012,mitre_atlas,AML.T0063,mitigates,Encrypting model outputs can prevent adversaries from discovering sensitive information about the AI-enabled system or its operations.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0013,mitre_atlas,AML.T0011.000,mitigates,Prevent execution of ML artifacts that are not properly signed.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0013,mitre_atlas,AML.T0010.001,mitigates,Enforce properly signed drivers and ML software frameworks.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0013,mitre_atlas,AML.T0010.003,mitigates,Enforce properly signed model files.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0013,mitre_atlas,AML.T0018,mitigates,Code signing provides a guarantee that the model has not been manipulated after signing took place.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0013,mitre_atlas,AML.T0018.000,mitigates,Code signing provides a guarantee that the model has not been manipulated after signing took place.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0013,mitre_atlas,AML.T0018.001,mitigates,Code signing provides a guarantee that the model has not been manipulated after signing took place.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0013,mitre_atlas,AML.T0018.002,mitigates,Code signing provides a guarantee that the model has not been manipulated after signing took place.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0013,mitre_atlas,AML.T0011.001,mitigates,Code signing provides a guarantee that the software package has not been manipulated after signing took place.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0014,mitre_atlas,AML.T0019,mitigates,Determine validity of published data in order to avoid using poisoned data that introduces vulnerabilities.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0014,mitre_atlas,AML.T0011.000,mitigates,Introduce proper checking of signatures to ensure that unsafe AI artifacts will not be executed in the system.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0014,mitre_atlas,AML.T0010,mitigates,Introduce proper checking of signatures to ensure that unsafe AI artifacts will not be introduced to the system.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0014,mitre_atlas,AML.T0010.002,mitigates,Introduce proper checking of signatures to ensure that unsafe AI data will not be introduced to the system.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0014,mitre_atlas,AML.T0002.001,mitigates,Introduce proper checking of signatures to ensure that unsafe AI models will not be introduced to the system.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0014,mitre_atlas,AML.T0011,mitigates,Introduce proper checking of signatures to ensure that unsafe AI artifacts will not be executed in the system.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0015,mitre_atlas,AML.T0015,mitigates,Prevent an attacker from introducing adversarial data into the system.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0015,mitre_atlas,AML.T0043.001,mitigates,"Monitor queries and query patterns to the target model, block access if suspicious queries are detected.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0015,mitre_atlas,AML.T0029,mitigates,Assess queries before inference call or enforce timeout policy for queries which consume excessive resources.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0015,mitre_atlas,AML.T0031,mitigates,Incorporate adversarial input detection into the pipeline before inputs reach the model.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0015,mitre_atlas,AML.T0043,mitigates,Incorporate adversarial input detection to block malicious inputs at inference time.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0015,mitre_atlas,AML.T0043.000,mitigates,Incorporate adversarial input detection to block malicious inputs at inference time.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0015,mitre_atlas,AML.T0043.002,mitigates,Incorporate adversarial input detection to block malicious inputs at inference time.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0015,mitre_atlas,AML.T0043.004,mitigates,Incorporate adversarial input detection to block malicious inputs at inference time.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0015,mitre_atlas,AML.T0043.003,mitigates,Incorporate adversarial input detection to block malicious inputs at inference time.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0016,mitre_atlas,AML.T0011.000,mitigates,"Vulnerability scanning can help identify malicious AI artifacts, such as models or data, and prevent user execution.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0016,mitre_atlas,AML.T0011.001,mitigates,Vulnerability scanning can help identify malicious packages and prevent user execution.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0016,mitre_atlas,AML.T0011,mitigates,Vulnerability scanning can help identify malicious binaries and prevent user execution.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0017,mitre_atlas,AML.T0044,mitigates,"Not distributing the model in software to edge devices, can limit an adversary's ability to gain full access to the model.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0017,mitre_atlas,AML.T0043.000,mitigates,"With full access to the model, an adversary could perform white-box attacks.",MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0017,mitre_atlas,AML.T0010.003,mitigates,An adversary could repackage the application with a malicious version of the model.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0017,mitre_atlas,AML.T0048.004,mitigates,Avoiding the deployment of models to edge devices reduces an adversary's potential access to models or AI artifacts.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0017,mitre_atlas,AML.T0035,mitigates,Avoiding the deployment of models to edge devices reduces the attack surface and can prevent adversary artifact collection.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
mitre_atlas,AML.M0017,mitre_atlas,AML.T0063,mitigates,Avoiding the deployment of models to edge devices reduces an adversary's ability to collect sensitive information about the model outputs.,MITRE ATLAS v5.6.0 data (authoritative mitigation-to-technique mapping)
